CHILC2,HHD9,LASTGIFT,AVGGIFT,RFA_2F,ODATEW_YR,ODATEW_MM,MINRDATE_YR,TARGET_D,TARGET_B
18,4,20.0,13.81818182,3,91,1,92,0.0,0
20,14,18.0,14.15789474,1,91,1,91,0.0,0
17,5,20.0,17.14285714,2,93,1,93,0.0,0
16,5,10.0,6.777777778,1,86,1,87,0.0,0
16,4,15.0,15.0,1,96,1,96,15.0,1
14,2,20.0,22.8,1,89,1,89,0.0,0
16,5,20.0,13.33333333,1,94,1,94,0.0,0
16,5,20.0,20.0,1,95,1,95,0.0,0
17,4,15.0,9.545454546,1,86,1,90,0.0,0
10,29,19.0,17.0,1,91,1,91,0.0,0
15,2,5.0,7.0,3,94,1,94,0.0,0
17,4,13.0,9.3,2,92,1,94,0.0,0
17,2,12.0,9.285714286,4,91,1,91,0.0,0
19,3,10.0,10.4,3,93,1,93,0.0,0
17,2,14.0,11.125,2,88,1,88,0.0,0
17,6,15.0,13.4,4,86,1,86,0.0,0
21,5,32.0,14.129375,1,88,1,89,0.0,0
18,12,1.28,7.815625,4,86,1,95,0.0,0
15,3,20.0,20.0,1,96,1,95,0.0,0
15,6,15.0,12.5,2,95,1,95,12.0,1
19,3,20.0,11.5,1,91,1,91,0.0,0
15,6,12.0,5.361111111,1,86,1,87,0.0,0
15,5,10.0,8.0,3,95,1,95,0.0,0
19,7,10.0,6.666666667,3,95,1,95,0.0,0
21,11,3.0,8.2,3,92,1,95,8.0,1
21,6,20.0,20.0,1,96,1,96,0.0,0
13,5,17.0,8.535714286,3,88,1,91,0.0,0
15,5,25.0,14.0,1,91,1,93,0.0,0
14,3,11.0,8.954545455,4,88,1,94,0.0,0
18,6,10.0,3.875,1,86,1,89,0.0,0
15,9,28.0,15.0,2,95,1,94,0.0,0
18,6,10.0,10.0,1,92,1,96,0.0,0
16,4,20.0,20.0,3,94,1,96,0.0,0
17,9,20.0,12.875,1,88,1,91,0.0,0
15,7,25.0,19.42857143,1,90,1,94,0.0,0
14,8,10.0,9.9,2,90,1,90,0.0,0
20,12,20.0,13.75,1,91,1,91,0.0,0
24,6,20.0,15.0,1,95,1,95,0.0,0
21,8,20.0,10.66666667,1,93,1,93,0.0,0
17,4,20.0,15.33333333,3,95,1,95,0.0,0
19,4,10.0,10.11111111,1,89,1,93,0.0,0
17,5,13.0,6.869565217,1,86,1,93,0.0,0
14,8,14.0,10.2,1,89,1,89,0.0,0
20,3,20.0,11.25,1,94,1,93,0.0,0
15,5,8.0,8.461538462,4,94,1,94,11.0,1
18,15,16.0,10.875,2,92,1,92,0.0,0
17,7,20.0,15.0,1,95,1,94,0.0,0
21,4,6.0,5.615384615,4,86,1,87,0.0,0
16,11,14.0,9.0,2,86,1,91,0.0,0
15,5,15.0,8.666666667,1,91,1,92,0.0,0
16,4,15.0,15.0,1,95,1,95,0.0,0
18,9,10.0,6.833333333,2,88,1,91,0.0,0
13,3,10.0,9.4,3,94,1,94,0.0,0
13,6,10.0,7.571428571,3,94,1,94,0.0,0
18,18,12.0,11.93333333,1,86,1,89,0.0,0
18,6,16.0,13.0,2,96,1,95,0.0,0
14,4,30.0,14.4,1,92,1,92,0.0,0
15,3,15.0,9.6,1,94,1,94,0.0,0
13,6,30.0,20.14285714,1,89,1,89,0.0,0
14,3,20.0,20.0,1,96,1,96,0.0,0
15,6,7.0,5.25,3,90,1,90,0.0,0
20,5,15.0,12.9375,1,91,1,94,0.0,0
19,31,10.0,14.0,2,92,1,95,0.0,0
14,5,11.0,9.5,4,92,1,94,0.0,0
16,5,15.0,11.0,2,94,1,93,0.0,0
18,10,10.0,8.125,4,92,1,94,0.0,0
17,3,10.0,6.666666667,1,88,1,88,0.0,0
19,14,10.0,8.176470588,1,86,1,87,0.0,0
13,2,25.0,16.58333333,4,94,1,93,0.0,0
16,9,25.0,15.0,1,91,1,91,0.0,0
15,5,5.0,4.818181818,4,94,1,94,0.0,0
21,26,16.0,13.0,1,94,1,93,0.0,0
14,4,15.0,15.0,1,95,1,95,0.0,0
25,4,10.0,7.545454545,4,88,1,90,0.0,0
22,32,4.0,3.444444444,4,88,1,95,0.0,0
17,7,15.0,10.2,2,90,1,92,0.0,0
15,2,25.0,25.0,1,95,1,95,30.0,1
14,4,17.0,11.33333333,3,92,1,92,0.0,0
19,11,25.0,12.19047619,3,86,1,93,0.0,0
12,2,6.0,4.52631579,2,88,1,90,0.0,0
15,5,25.0,17.11111111,2,91,1,92,0.0,0
19,9,15.0,15.0,1,96,1,96,27.0,1
15,5,3.0,6.666666667,4,95,1,96,0.0,0
18,3,36.0,27.41666667,2,90,1,91,0.0,0
12,3,10.0,10.0,3,95,1,96,0.0,0
14,4,20.0,17.2,1,94,1,94,0.0,0
11,2,25.0,10.2,2,92,1,92,0.0,0
18,1,15.0,9.857142857,2,90,1,90,0.0,0
16,3,5.0,5.777777778,3,89,1,90,0.0,0
21,23,17.0,14.2,1,91,1,91,0.0,0
13,7,8.0,6.909090909,4,93,1,93,0.0,0
14,4,7.0,7.379310345,4,90,1,92,0.0,0
18,4,20.0,15.0,4,95,1,94,0.0,0
13,4,16.0,9.243902439,2,86,1,94,0.0,0
16,7,7.0,5.888888889,3,88,1,94,0.0,0
20,8,20.0,20.0,1,96,1,95,0.0,0
10,7,22.0,15.53846154,2,88,1,91,0.0,0
17,7,13.0,7.842105263,1,89,1,89,0.0,0
18,3,22.0,12.2,1,89,1,88,0.0,0
22,17,53.0,53.0,1,96,1,96,0.0,0
11,3,10.0,22.46666667,2,88,1,89,0.0,0
16,4,20.0,17.5,1,95,1,94,0.0,0
17,5,5.0,2.529411765,3,88,1,92,0.0,0
16,2,15.0,10.0,1,94,1,94,0.0,0
17,6,50.0,50.0,1,94,1,95,0.0,0
25,5,25.0,13.2,1,93,1,93,0.0,0
15,6,19.0,17.75,2,89,1,90,0.0,0
14,1,25.0,19.61538462,2,87,1,90,30.0,1
18,14,25.0,25.0,1,96,1,96,0.0,0
20,1,2.0,3.125,4,86,1,96,0.0,0
12,4,50.0,31.66666667,1,92,1,94,0.0,0
21,9,4.0,10.2,3,94,1,96,0.0,0
19,4,5.0,4.285714286,4,90,1,95,4.0,1
20,13,15.0,15.0,1,96,1,95,0.0,0
16,4,15.0,10.0,1,94,1,93,0.0,0
16,9,10.0,10.0,3,94,1,95,0.0,0
16,3,5.0,12.0,4,95,1,95,0.0,0
14,5,25.0,15.16666667,1,88,1,88,0.0,0
10,5,10.0,10.625,3,94,1,93,0.0,0
12,4,15.0,10.0,2,94,1,94,0.0,0
15,13,12.0,9.666666667,2,86,1,92,0.0,0
19,9,30.0,19.25,1,89,1,90,0.0,0
20,6,14.0,8.565217391,3,86,1,89,13.0,1
16,6,5.0,6.333333333,4,94,1,95,0.0,0
17,7,7.0,7.384615385,2,88,1,93,0.0,0
18,16,25.0,23.33333333,1,92,1,93,0.0,0
24,19,15.0,15.0,1,96,1,96,0.0,0
17,6,15.0,10.55555556,2,91,1,91,0.0,0
16,3,10.0,6.4,2,86,1,90,0.0,0
17,6,50.0,13.15384615,4,94,1,94,0.0,0
19,5,15.0,11.66666667,1,88,1,88,0.0,0
18,8,15.0,17.21052632,1,89,1,92,0.0,0
16,2,2.0,3.454545455,4,91,1,95,0.0,0
19,4,15.0,11.0,3,88,1,88,0.0,0
10,4,5.0,4.838709677,3,87,1,92,5.0,1
12,9,10.0,13.0,4,95,1,96,0.0,0
19,28,5.0,3.75,3,86,1,90,0.0,0
18,9,15.0,11.26666667,1,89,1,89,0.0,0
20,4,10.0,4.823529412,4,89,1,91,0.0,0
17,6,15.0,10.75,1,91,1,91,0.0,0
16,2,30.0,27.5,1,94,1,93,0.0,0
11,3,18.0,12.4,1,92,1,92,18.0,1
17,18,20.0,15.0,1,95,1,95,0.0,0
16,6,20.0,15.33333333,2,95,1,94,0.0,0
16,3,18.0,14.33333333,1,90,1,90,0.0,0
16,6,20.0,15.0,1,94,1,93,0.0,0
15,5,6.0,4.666666667,4,95,1,95,0.0,0
17,8,6.0,4.875,4,86,1,92,0.0,0
19,15,10.0,7.739130435,1,87,1,87,0.0,0
14,11,25.0,25.0,1,96,1,95,0.0,0
18,4,20.0,14.73333333,2,90,1,90,0.0,0
10,17,5.0,4.807692308,3,88,1,92,0.0,0
18,4,15.0,15.3125,2,88,1,93,0.0,0
20,2,20.0,12.28571429,2,86,1,89,0.0,0
17,18,10.0,4.886792453,2,86,1,94,0.0,0
15,2,10.0,6.153846154,2,86,1,92,0.0,0
19,8,9.0,7.4,4,95,1,95,0.0,0
15,3,8.0,7.47826087,3,86,1,91,0.0,0
18,8,20.0,15.0,1,92,1,93,0.0,0
20,9,20.0,20.0,1,96,1,96,0.0,0
18,3,11.0,10.54545455,4,94,1,94,0.0,0
16,4,35.0,27.5,1,94,1,93,0.0,0
14,5,15.0,10.28571429,2,89,1,89,0.0,0
20,3,30.0,21.4,1,90,1,91,0.0,0
15,2,7.0,4.24,4,86,1,89,0.0,0
16,8,9.0,6.545454545,3,87,1,93,0.0,0
17,3,220.0,17.93478261,4,90,1,90,0.0,0
12,4,10.0,7.5,4,90,1,92,0.0,0
18,6,50.0,14.4375,1,89,1,92,0.0,0
18,1,25.0,25.0,1,96,1,95,0.0,0
17,20,19.0,12.0,1,94,1,93,21.0,1
13,5,17.0,14.1875,2,91,1,91,0.0,0
29,4,2.0,2.229166667,3,86,1,94,0.0,0
15,2,25.0,16.4516129,1,90,1,90,0.0,0
18,11,20.0,28.375,3,90,1,95,0.0,0
15,4,21.0,13.5,4,95,1,95,0.0,0
15,7,12.0,6.968709677,2,86,1,87,0.0,0
13,8,20.0,12.3,2,91,1,91,0.0,0
12,6,10.0,8.538461539,2,86,1,88,0.0,0
22,7,15.0,15.0,1,96,1,95,0.0,0
19,3,3.0,7.888888889,3,92,1,95,0.0,0
16,3,23.0,23.0,1,96,1,96,0.0,0
11,3,6.0,7.8,3,86,1,92,8.0,1
8,3,5.0,4.434782609,4,85,1,89,0.0,0
16,13,12.0,8.928571429,4,92,1,95,0.0,0
17,7,20.0,10.07692308,2,87,1,88,0.0,0
18,4,15.0,11.75,1,94,1,93,0.0,0
13,6,20.0,13.33333333,1,90,1,92,20.0,1
17,10,20.0,11.42857143,1,92,1,94,0.0,0
19,5,22.0,15.33333333,1,92,1,92,0.0,0
18,8,15.0,15.0,1,96,1,96,15.0,1
16,8,12.0,14.0,2,90,1,94,0.0,0
20,18,20.0,16.66666667,1,91,1,94,0.0,0
17,21,21.0,18.0,1,95,1,94,0.0,0
13,0,50.0,33.33333333,2,95,1,95,0.0,0
19,14,28.0,20.29411765,4,91,1,91,0.0,0
16,6,2.0,3.25,4,93,1,93,0.0,0
13,6,96.0,73.25,1,92,1,92,0.0,0
20,3,5.0,3.818181818,3,89,1,94,0.0,0
17,2,17.0,11.75,1,92,1,92,0.0,0
14,6,11.0,8.823529412,1,86,1,86,0.0,0
25,14,20.0,20.0,1,96,1,95,0.0,0
20,8,9.0,6.272727273,3,86,1,87,0.0,0
16,7,20.0,15.0,1,94,1,93,0.0,0
16,4,5.0,4.555555556,4,91,1,93,5.0,1
14,3,40.0,21.5,1,90,1,90,0.0,0
17,2,15.0,11.88888889,1,88,1,94,0.0,0
13,7,9.0,7.166666667,3,93,1,93,0.0,0
15,15,5.0,3.375,4,86,1,91,0.0,0
15,15,10.0,8.875,4,94,1,94,0.0,0
16,1,20.0,15.0,2,96,1,95,0.0,0
18,6,16.0,8.590909091,1,86,1,90,0.0,0
12,12,10.0,10.2,2,94,1,94,0.0,0
16,6,20.0,10.625,3,87,1,90,0.0,0
15,10,50.0,25.8125,2,89,1,88,0.0,0
19,17,18.0,7.4,3,95,1,94,0.0,0
13,3,15.0,9.111111111,1,87,1,87,0.0,0
11,5,17.0,16.0,1,95,1,95,0.0,0
17,9,20.0,15.83333333,2,94,1,94,0.0,0
13,5,10.0,4.352941177,1,88,1,90,0.0,0
9,2,8.0,5.875,4,94,1,94,0.0,0
22,2,15.0,15.0,1,96,1,96,0.0,0
17,5,10.0,8.857142857,3,94,1,94,0.0,0
19,4,15.0,14.2,1,91,1,91,0.0,0
17,4,25.0,9.5,2,93,1,93,0.0,0
16,12,12.0,6.153846154,3,86,1,95,0.0,0
18,3,15.0,8.333333333,1,95,1,94,0.0,0
17,7,100.0,100.0,1,95,1,95,0.0,0
19,6,15.0,9.111111111,1,92,1,92,0.0,0
17,5,10.0,6.388888889,2,86,1,91,0.0,0
18,9,20.0,12.0,1,94,1,94,0.0,0
16,5,23.0,23.0,1,96,1,95,0.0,0
15,5,17.0,13.875,2,91,1,91,0.0,0
16,9,15.0,14.0,2,94,1,94,0.0,0
18,4,20.0,14.75,3,93,1,93,0.0,0
18,6,6.0,5.0,4,95,1,95,0.0,0
15,2,14.0,10.58333333,1,86,1,87,0.0,0
16,4,10.0,9.0,3,90,1,96,10.0,1
18,8,5.0,7.857142857,2,88,1,88,0.0,0
17,9,20.0,15.0,1,94,1,93,0.0,0
19,17,15.0,8.777777778,1,89,1,92,0.0,0
17,22,15.0,11.33333333,2,94,1,93,0.0,0
12,6,15.0,7.0,1,93,1,93,0.0,0
9,4,25.0,17.77777778,1,86,1,90,0.0,0
17,1,16.0,13.0,1,95,1,94,0.0,0
15,5,11.0,5.979166667,1,86,1,88,0.0,0
16,6,15.0,9.0,1,94,1,93,0.0,0
15,2,10.0,9.0,4,94,1,94,0.0,0
18,4,10.0,7.833333333,3,94,1,93,0.0,0
18,2,15.0,15.5,3,95,1,95,0.0,0
17,12,23.0,13.6,3,94,1,94,0.0,0
28,5,25.0,16.25,1,90,1,91,0.0,0
15,1,14.0,8.533333333,4,88,1,89,0.0,0
14,18,10.0,9.0,4,94,1,93,10.0,1
19,14,25.0,25.0,1,95,1,95,0.0,0
12,5,25.0,22.15789474,1,88,1,88,0.0,0
18,9,25.0,17.5,1,95,1,94,0.0,0
17,9,14.0,7.933333333,2,89,1,92,0.0,0
16,9,27.0,12.33333333,1,94,1,94,0.0,0
19,10,5.0,5.166666667,4,86,1,88,0.0,0
21,3,10.0,8.75,3,90,1,90,0.0,0
16,2,5.0,6.428571429,3,94,1,96,5.0,1
16,6,10.0,8.0,4,94,1,95,0.0,0
14,7,15.0,11.15384615,2,86,1,95,0.0,0
15,6,20.0,14.0,1,95,1,95,0.0,0
14,5,25.0,17.5,1,95,1,95,0.0,0
16,5,5.0,5.3,4,90,1,90,0.0,0
18,3,15.0,15.0,1,96,1,95,0.0,0
19,2,21.0,17.05263158,2,89,1,91,0.0,0
16,3,15.0,15.0,1,96,1,96,0.0,0
20,9,25.0,24.16666667,2,94,1,96,0.0,0
18,20,15.0,11.66666667,2,95,1,95,0.0,0
16,3,15.0,9.9,1,89,1,90,15.0,1
17,4,25.0,7.160714286,1,86,1,87,0.0,0
19,4,6.0,8.166666667,2,91,1,91,0.0,0
16,11,11.0,13.66666667,2,95,1,94,0.0,0
15,2,15.0,12.33333333,2,95,1,94,0.0,0
16,3,10.0,10.0,3,95,1,95,0.0,0
19,6,5.0,5.4,4,88,1,88,0.0,0
18,12,20.0,20.0,1,96,1,96,0.0,0
18,4,5.0,5.1,4,92,1,95,0.0,0
15,3,15.0,13.75,3,95,1,95,0.0,0
22,6,25.0,25.0,1,96,1,95,0.0,0
19,2,20.0,12.25,1,89,1,89,0.0,0
14,5,12.0,8.5,4,92,1,92,0.0,0
16,9,10.0,7.47368421,2,88,1,89,0.0,0
15,24,15.0,11.66666667,2,95,1,95,0.0,0
16,5,25.0,18.03846154,1,86,1,93,0.0,0
19,2,15.0,9.5,2,88,1,91,0.0,0
19,23,20.0,15.0,1,94,1,93,0.0,0
15,8,10.0,8.75,2,95,1,94,0.0,0
17,18,15.0,15.0,1,95,1,95,0.0,0
11,0,10.0,7.428571429,3,88,1,95,10.0,1
0,0,25.0,13.625,1,90,1,90,0.0,0
11,1,5.0,8.947368421,1,89,1,89,10.0,1
15,13,15.0,10.0,4,92,1,92,0.0,0
15,13,20.0,11.66666667,1,94,1,94,0.0,0
18,4,15.0,7.333333333,1,94,1,95,0.0,0
12,3,15.0,17.5,1,96,1,96,0.0,0
13,3,16.0,12.0,1,91,1,92,0.0,0
16,19,25.0,20.71428571,2,91,1,92,0.0,0
17,15,20.0,20.0,1,96,1,96,0.0,0
14,22,10.0,6.75,3,94,1,95,0.0,0
12,12,5.0,4.947368421,3,88,1,93,0.0,0
18,7,24.0,21.0,1,95,1,95,0.0,0
15,8,7.0,5.78125,4,89,1,93,0.0,0
17,2,10.0,22.71428571,2,90,1,95,0.0,0
16,4,16.0,10.55555556,1,90,1,90,0.0,0
15,7,7.0,6.260869565,4,86,1,86,0.0,0
16,4,7.0,6.35,4,86,1,87,0.0,0
16,6,25.0,14.72727273,3,91,1,91,0.0,0
18,7,15.0,10.66666667,1,94,1,94,0.0,0
14,5,20.0,15.2,3,92,1,92,0.0,0
15,6,20.0,10.5,1,94,1,94,0.0,0
17,3,10.0,8.0,3,94,1,94,0.0,0
22,7,20.0,10.0,1,93,1,94,0.0,0
15,4,30.0,30.0,1,96,1,96,0.0,0
15,1,25.0,25.0,1,96,1,95,0.0,0
0,0,25.0,15.0,1,92,1,94,0.0,0
21,10,5.0,7.714285714,3,93,1,96,0.0,0
16,8,22.0,21.0,1,95,1,94,0.0,0
16,2,20.0,10.83333333,1,91,1,91,0.0,0
15,7,5.0,6.5,4,94,1,96,0.0,0
11,6,10.0,6.857142857,3,92,1,92,0.0,0
9,1,10.0,8.941176471,4,90,1,90,0.0,0
13,3,10.0,7.0625,4,86,1,92,0.0,0
16,5,16.0,10.33333333,1,92,1,93,0.0,0
15,6,10.0,9.0,3,95,1,95,0.0,0
16,8,15.0,12.5,1,90,1,93,0.0,0
15,11,5.0,8.666666667,1,86,1,96,0.0,0
15,1,40.0,30.66666667,3,95,1,95,30.0,1
19,13,15.0,8.0,1,91,1,94,0.0,0
16,5,20.0,11.46153846,3,86,1,88,0.0,0
19,1,17.0,9.846153846,1,89,1,91,0.0,0
18,15,20.0,12.1875,1,86,1,93,0.0,0
19,5,5.0,5.444444444,4,95,1,95,5.0,1
19,12,12.0,5.578947368,2,90,1,90,0.0,0
16,10,19.0,14.125,1,91,1,91,0.0,0
19,9,15.0,10.2,2,94,1,93,0.0,0
12,6,6.0,10.125,3,91,1,92,0.0,0
18,4,25.0,13.0,1,91,1,91,0.0,0
16,4,20.0,15.0,1,90,1,90,0.0,0
14,2,10.0,16.25,3,95,1,95,0.0,0
15,2,25.0,17.5,1,88,1,91,0.0,0
17,3,4.0,5.3,4,94,1,95,0.0,0
14,6,16.0,7.8,1,89,1,89,0.0,0
17,4,25.0,18.0,1,91,1,92,0.0,0
20,6,18.0,13.33333333,1,94,1,93,0.0,0
17,5,21.0,9.4,1,93,1,93,0.0,0
15,23,20.0,20.0,1,96,1,95,0.0,0
15,5,10.0,7.307692308,2,91,1,92,0.0,0
17,6,10.0,8.125,1,86,1,87,0.0,0
16,3,16.0,10.33333333,1,94,1,94,0.0,0
15,9,10.0,9.571428571,2,86,1,87,0.0,0
18,4,20.0,13.09090909,4,91,1,94,0.0,0
18,10,15.0,15.0,1,96,1,95,0.0,0
15,11,10.0,6.666666667,3,95,1,95,0.0,0
18,8,15.0,10.33333333,1,94,1,94,0.0,0
15,6,10.0,8.0,3,95,1,94,9.0,1
15,3,15.0,12.25,1,86,1,94,0.0,0
19,6,25.0,25.0,1,96,1,96,0.0,0
15,15,10.0,4.421052632,2,86,1,88,0.0,0
16,4,6.0,9.6,2,94,1,93,0.0,0
15,5,11.0,5.333333333,3,94,1,94,0.0,0
17,5,12.0,7.666666667,4,88,1,94,0.0,0
28,2,17.0,12.85714286,1,90,1,90,10.0,1
15,13,20.0,15.0,1,94,1,93,0.0,0
23,4,5.0,13.65434783,2,86,1,88,0.0,0
16,8,17.0,12.6,2,92,1,92,0.0,0
19,7,9.0,5.833333333,4,91,1,91,0.0,0
10,7,15.0,9.447368421,3,89,1,91,0.0,0
15,5,15.0,14.3,1,87,1,92,0.0,0
18,9,25.0,16.0,2,92,1,92,37.0,1
17,6,20.0,11.25,2,93,1,93,0.0,0
16,6,10.0,8.333333333,3,86,1,88,0.0,0
15,3,10.0,6.0,3,94,1,95,0.0,0
16,6,16.0,10.4,1,93,1,93,0.0,0
17,9,11.0,7.666666667,1,87,1,90,0.0,0
16,7,5.0,4.05,3,86,1,93,0.0,0
22,8,15.0,12.03125,4,89,1,88,0.0,0
16,5,14.0,9.0,1,90,1,90,0.0,0
15,6,15.0,10.48,1,86,1,92,0.0,0
17,3,25.0,18.96,2,89,1,89,0.0,0
17,4,15.0,6.272727273,2,86,1,90,0.0,0
13,3,4.0,3.85,3,88,1,91,0.0,0
14,7,20.0,23.0,1,94,1,96,0.0,0
18,9,7.0,10.58823529,4,94,1,96,0.0,0
17,10,15.0,10.0,1,95,1,94,0.0,0
15,16,5.0,7.4,1,88,1,96,0.0,0
11,3,10.0,4.269230769,2,89,1,93,0.0,0
11,5,10.0,7.125,4,94,1,94,0.0,0
14,4,10.0,7.0,3,95,1,95,0.0,0
16,6,10.0,5.368421053,1,86,1,88,0.0,0
17,6,18.0,11.9,1,86,1,86,0.0,0
15,7,28.0,18.33333333,1,90,1,90,0.0,0
16,8,30.0,17.75,1,92,1,92,0.0,0
18,7,20.0,7.0,2,88,1,94,0.0,0
13,23,15.0,11.66666667,1,96,1,92,0.0,0
14,6,0.0,21.16666667,1,94,1,97,0.0,0
18,8,10.0,10.11111111,3,88,1,92,0.0,0
17,4,5.0,8.285714286,2,94,1,95,0.0,0
15,3,10.0,5.655172414,2,86,1,87,5.0,1
17,4,10.0,5.714285714,3,93,1,96,0.0,0
17,4,15.0,9.75,1,94,1,93,0.0,0
14,3,10.0,8.428571429,3,88,1,95,0.0,0
16,8,5.0,7.666666667,3,92,1,95,0.0,0
15,10,10.0,7.058823529,3,89,1,90,0.0,0
13,15,9.0,9.1,2,86,1,94,0.0,0
17,5,12.0,12.0,3,95,1,94,0.0,0
13,7,25.0,6.21875,1,86,1,91,0.0,0
13,6,50.0,32.85714286,1,88,1,88,0.0,0
16,18,10.0,9.929824561,1,88,1,88,0.0,0
15,17,17.0,10.6,2,93,1,93,0.0,0
17,13,19.0,13.8,1,91,1,91,0.0,0
15,16,16.0,13.5,1,94,1,93,0.0,0
22,3,18.0,14.0,3,86,1,88,0.0,0
28,6,15.0,9.0,1,94,1,94,0.0,0
16,20,20.0,15.0,1,94,1,94,0.0,0
11,3,13.0,7.333333333,2,91,1,91,0.0,0
21,5,50.0,38.0,2,86,1,94,0.0,0
17,6,20.0,12.5,1,95,1,94,0.0,0
16,2,13.0,12.5,3,95,1,94,0.0,0
18,6,21.0,13.33333333,2,94,1,93,0.0,0
22,1,25.0,11.82454546,1,88,1,89,0.0,0
15,3,20.0,7.5,1,87,1,94,0.0,0
19,5,25.0,21.66666667,1,86,1,88,0.0,0
21,3,15.0,9.333333333,2,94,1,94,0.0,0
12,3,10.0,6.76,2,86,1,88,0.0,0
16,2,16.0,13.42857143,2,93,1,93,0.0,0
18,3,21.0,16.77777778,1,91,1,91,0.0,0
17,1,20.0,15.5,1,91,1,91,0.0,0
17,7,20.0,12.5,1,95,1,94,0.0,0
17,3,15.0,14.33333333,1,91,1,91,0.0,0
17,4,10.0,10.5,4,95,1,96,0.0,0
14,6,9.0,6.458333333,3,86,1,87,0.0,0
14,1,0.0,11.25,1,94,1,97,0.0,0
16,12,5.0,7.529411765,3,86,1,95,0.0,0
11,14,25.0,9.2,2,89,1,93,0.0,0
17,3,35.0,28.28571429,2,92,1,92,0.0,0
13,2,10.0,8.555555556,3,94,1,94,0.0,0
17,6,10.0,7.083333333,3,90,1,92,0.0,0
13,3,25.0,15.46666667,3,90,1,90,0.0,0
21,4,25.0,31.38461539,4,89,1,89,0.0,0
15,9,20.0,15.0,2,95,1,95,0.0,0
13,6,25.0,24.16666667,2,92,1,93,0.0,0
16,3,40.0,21.0,1,90,1,92,0.0,0
16,12,20.0,25.3,1,90,1,90,0.0,0
10,9,45.0,27.71428571,2,89,1,89,0.0,0
15,7,3.0,3.882352941,4,91,1,95,0.0,0
19,3,15.0,12.5,1,95,1,94,0.0,0
13,4,9.0,9.333333333,4,95,1,95,0.0,0
17,9,10.0,8.333333333,3,95,1,95,0.0,0
13,2,17.0,12.33333333,1,93,1,93,0.0,0
16,5,20.0,16.5,1,91,1,91,0.0,0
18,13,20.0,15.0,1,95,1,94,0.0,0
16,5,15.0,15.0,1,96,1,96,0.0,0
17,8,16.0,11.8,1,92,1,92,0.0,0
14,7,15.0,9.25,1,94,1,94,0.0,0
14,7,15.0,10.4,1,86,1,91,0.0,0
17,18,6.0,7.7,4,95,1,94,0.0,0
15,9,7.0,7.333333333,3,96,1,95,0.0,0
18,5,16.0,13.0,1,95,1,95,0.0,0
14,3,45.0,31.66666667,1,94,1,93,0.0,0
16,6,20.0,11.5,1,86,1,89,0.0,0
17,4,9.0,6.25,4,93,1,93,0.0,0
6,0,20.0,20.0,1,96,1,96,0.0,0
22,7,3.0,4.5,4,89,1,95,0.0,0
20,7,15.0,10.5,1,94,1,94,0.0,0
16,3,20.0,15.0,2,95,1,95,0.0,0
15,4,20.0,8.75,1,88,1,88,0.0,0
16,9,12.0,12.0,2,89,1,95,0.0,0
17,5,12.0,8.666666667,1,86,1,88,0.0,0
17,5,6.0,4.846153846,3,90,1,90,0.0,0
13,1,25.0,17.5,3,86,1,88,0.0,0
13,3,20.0,11.46153846,2,86,1,89,0.0,0
0,0,15.0,17.5,1,86,1,89,0.0,0
19,6,20.0,15.0,1,95,1,95,0.0,0
16,22,15.0,11.66666667,2,91,1,91,0.0,0
17,3,20.0,13.33333333,1,89,1,91,0.0,0
13,2,11.0,10.25,2,94,1,94,0.0,0
14,3,7.0,4.75,3,86,1,90,0.0,0
15,2,17.0,8.166666667,1,88,1,90,25.0,1
17,7,10.0,10.77777778,2,91,1,91,0.0,0
13,3,20.0,16.66666667,2,88,1,88,0.0,0
15,7,8.0,6.5,4,95,1,95,0.0,0
13,5,25.0,15.45454546,3,88,1,88,0.0,0
14,4,25.0,17.5,2,95,1,95,0.0,0
15,3,15.0,15.0,1,95,1,95,0.0,0
18,0,15.0,10.55555556,1,92,1,92,0.0,0
15,5,15.0,10.1875,1,86,1,87,0.0,0
21,1,10.0,6.294117647,1,86,1,90,0.0,0
20,7,10.0,8.84,2,86,1,89,0.0,0
17,4,10.0,7.360833333,3,86,1,89,0.0,0
16,2,5.0,3.954545455,3,86,1,92,0.0,0
16,3,37.0,34.0,3,90,1,90,38.0,1
17,4,25.0,25.0,1,96,1,95,0.0,0
13,4,8.0,5.125,4,93,1,95,0.0,0
11,1,5.0,4.823529412,3,88,1,88,0.0,0
17,3,15.0,16.2,1,94,1,94,0.0,0
20,8,6.0,5.0,4,94,1,95,9.0,1
11,0,12.0,10.66666667,3,95,1,95,0.0,0
18,15,25.0,22.5,2,89,1,89,0.0,0
17,11,20.0,11.66666667,1,93,1,93,0.0,0
19,5,15.0,9.8,1,91,1,91,0.0,0
15,7,25.0,15.0,1,95,1,94,0.0,0
17,4,16.0,12.8,1,91,1,91,0.0,0
16,5,16.0,9.444444444,2,94,1,93,0.0,0
15,7,20.0,13.5,2,87,1,87,0.0,0
13,7,23.0,15.42857143,1,88,1,91,0.0,0
18,2,10.0,15.84615385,2,89,1,89,0.0,0
12,4,5.0,9.964285714,4,87,1,87,0.0,0
16,6,8.0,9.142857143,4,95,1,95,0.0,0
15,6,10.0,6.04,1,86,1,89,10.0,1
17,4,15.0,11.57142857,1,92,1,93,0.0,0
16,3,25.0,16.875,1,90,1,90,0.0,0
17,5,20.0,11.57142857,2,91,1,91,0.0,0
18,3,19.0,14.0,2,93,1,93,0.0,0
